_id,name,seller,image,category,brand,description,price,countInStock,rating,numReviews,notified,__v,createdAt,updatedAt
6456d2a93c8c44dc5a3fde71,Floral Fit & Flare Dress with Ruffle Sleeves,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220518/CNQR/62853a4baeb26921afa13edd/-473Wx593H-469188509-green-MODEL.jpg,Dresses,I SAW IT FIRST,"1 dress,Machine wash,95% polyester, 5% elastane.",62.1,30,0,0,[],0,2023-05-06 22:20:25.976,2023-05-06 22:20:25.976
6456d2a93c8c44dc5a3fde72,Opera Striped Shift Dress,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220422/bLS8/6261a964aeb26921af3a1337/-473Wx593H-441297367-ltblue-MODEL.jpg,Dresses,ISCENERY BY VERO MODA,"1 dress,Machine wash,100% Cotton.",44.975,30,0,0,[],0,2023-05-06 22:20:25.976,2023-05-06 22:20:25.976
6456d2a93c8c44dc5a3fde73,Printed Fit & Flare Dress,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220603/z95m/62992880f997dd03e25ee0b8/-473Wx593H-464430806-pink-MODEL.jpg,Dresses,MINGLAY,"1 Dress,Machine wash,Crepe.",31.25,30,0,0,[],0,2023-05-06 22:20:25.977,2023-05-06 22:20:25.977
6456d2a93c8c44dc5a3fde74,Dungaree with Patch Pocket,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220603/vghL/629915ebf997dd03e25d47e9/-473Wx593H-441139997-ltpeach-MODEL.jpg,Dresses,RIO,"1 dress,Machine wash,78% cotton, 20% polyester, 2% spandex.",24.975,30,0,0,[],0,2023-05-06 22:20:25.977,2023-05-06 22:20:25.977
6456d2a93c8c44dc5a3fde75,Swiss Dotted A-line Dress,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220601/Whwk/62973652aeb26921af0452dc/-473Wx593H-469222938-black-MODEL.jpg,Dresses,WKND,"1 dress,Machine wash,Polyester Blend.",53.225,30,0,0,[],0,2023-05-06 22:20:25.977,2023-05-06 22:20:25.977
6456d2a93c8c44dc5a3fde76,Pencile Mini Skirt,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220711/6Fyx/62cc383daeb26921af6fa090/-473Wx593H-464624085-grey-MODEL.jpg,Skirts,FAMEY,"1 skirt,60% cotton, 40% polyester,Hand wash.",20.65,30,0,0,[],0,2023-05-06 22:20:25.977,2023-05-06 22:20:25.977
6456d2a93c8c44dc5a3fde77,Solid Straight Skirt,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220721/ezT4/62d86873f997dd03e2e481f0/-473Wx593H-464681703-yellow-MODEL.jpg,Skirts,MODWEE,"1 skirt,Dry clean,90% polyester, 10% cotton.",23.975,30,0,0,[],0,2023-05-06 22:20:25.977,2023-05-06 22:20:25.977
6456d2a93c8c44dc5a3fde78,Shirt Dress with Insert Pockets,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220704/CL0a/62c2a06bf997dd03e2b69a2c/-473Wx593H-469237315-blue-MODEL.jpg,Dresses,ALLEN SOLLY,"1 dress,Machine wash,100% lyocell.",48.275,30,0,0,[],0,2023-05-06 22:20:25.977,2023-05-06 22:20:25.977
6456d2a93c8c44dc5a3fde79,Lace Round-Neck Fit & Flare Dress,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220518/DS1O/6284f8a0aeb26921af9fb28f/-473Wx593H-410319212-yellow-MODEL.jpg,Dresses,LABEL RITU KUMAR,"1 dress,Machine wash,Viscose, georgette.",103.125,30,0,0,[],0,2023-05-06 22:20:25.977,2023-05-06 22:20:25.977
6456d2a93c8c44dc5a3fde7a,Embroidered Fit & Flare Dress,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220607/lXGy/629f6c34f997dd03e268d5c4/-473Wx593H-469204593-orange-MODEL.jpg,Dresses,TRENDYOL,"1 dress,Machine wash,50% cotton, 50% polyester.",43.175,30,0,0,[],0,2023-05-06 22:20:25.977,2023-05-06 22:20:25.977
6456d2a93c8c44dc5a3fde7b,Geometric Print Straight Skirt with Cutouts,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220607/1Bho/629e555cf997dd03e2674d98/-473Wx593H-469189138-brown-MODEL.jpg,Skirts,I SAW IT FIRST,"1 skirt,Machine wash,50% cotton, 50% polyester.",55.0,30,0,0,[],0,2023-05-06 22:20:25.977,2023-05-06 22:20:25.977
6456d2a93c8c44dc5a3fde7c,Textured Skater Dress,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220526/uesW/628e9588f997dd03e228f130/-473Wx593H-464384497-red-MODEL.jpg,Dresses,ECCITATO,"1 dress,Cotton-Polyester-lycra with crepe effect,Machine wash cold.",19.0,30,0,0,[],0,2023-05-06 22:20:25.977,2023-05-06 22:20:25.977
6456d2a93c8c44dc5a3fde7d,Striped Fit & Flare Dress,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220617/c6rs/62ab949cf997dd03e283a44a/-473Wx593H-464505432-grey-MODEL.jpg,Dresses,VERO MODA,"1 dress,100% viscose,Machine wash.",35.0,30,0,0,[],0,2023-05-06 22:20:25.977,2023-05-06 22:20:25.977
6456d2a93c8c44dc5a3fde7e,Ribbed Front-Open Cardigan,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220722/MfmZ/62dac82baeb26921af903111/-473Wx593H-441208665-black-MODEL.jpg,Overcoats,DUKE WOMEN'S,"1 shrug,Machine wash,Wool Blend.",43.675,30,0,0,[],0,2023-05-06 22:20:25.977,2023-05-06 22:20:25.977
6456d2a93c8c44dc5a3fde7f,Floral Print A-line Dress with Neck Tie-Up,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220608/TjMf/629fbfa3aeb26921af158aeb/-473Wx593H-464457112-black-MODEL.jpg,Dresses,RADHELLA,"1 dress,Machine wash,Woven.",41.975,30,0,0,[],0,2023-05-06 22:20:25.977,2023-05-06 22:20:25.977
6456d2a93c8c44dc5a3fde80,Flared A-line Dress with Side Slit,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220408/5SQe/62505580aeb26921af13a359/-473Wx593H-469033117-darkgreen-MODEL.jpg,Dresses,GIPSY,"1 dress,Machine wash,Polyester.",74.875,30,0,0,[],0,2023-05-06 22:20:25.977,2023-05-06 22:20:25.977
6456d2a93c8c44dc5a3fde81,Mid-Rise Slim Jeans,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220701/CrrH/62bdef13f997dd03e2ac95c5/-473Wx593H-464420359-blue-MODEL.jpg,Jeans,MAX,"1 jeans,Cotton,Machine wash,Mid Rise.",34.975,30,0,0,[],0,2023-05-06 22:20:25.977,2023-05-06 22:20:25.977
6456d2a93c8c44dc5a3fde82,Mid-Wash Skinny Jeans,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/hb2/h60/13174205579294/-473Wx593H-410197091-007-MODEL.jpg,Jeans,REPLAY,"1 jeans,Machine wash,Mid Rise,74% cotton, 18% polyester, 8% elastane.",187.5,30,0,0,[],0,2023-05-06 22:20:25.977,2023-05-06 22:20:25.977
6456d2a93c8c44dc5a3fde83,Floral Print Round-Neck T-shirt,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220520/SNev/6286dbf6aeb26921afade876/-473Wx593H-469187451-multicolour-MODEL.jpg,Tshirts,COLIN'S,"1 t-shirt,Machine wash,100% cotton.",20.275,30,0,0,[],0,2023-05-06 22:20:25.977,2023-05-06 22:20:25.977
6456d2a93c8c44dc5a3fde84,Tie & Dye High-Rise Ankle-Length Jeans,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220604/niO5/629b48d8f997dd03e2649995/-473Wx593H-441404032-peach-MODEL.jpg,Jeans,RECAP,"1 jeans,Machine wash,High Rise,85% cotton, 12% polyester, 3% spandex.",41.225,30,0,0,[],0,2023-05-06 22:20:25.977,2023-05-06 22:20:25.977
6456d2a93c8c44dc5a3fde85,Floral Print A-line Wrap Dress,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220601/dfSj/62970adeaeb26921af029b3f/-473Wx593H-469222928-blue-MODEL.jpg,Dresses,WKND,"1 dress,Machine wash,100% polyester.",39.025,30,0,0,[],0,2023-05-06 22:20:25.977,2023-05-06 22:20:25.977
6456d2a93c8c44dc5a3fde86,Abstract Print V-neck Wrap-Style A-line Dress,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220526/MZVS/628e9ba2aeb26921afd9bce5/-473Wx593H-464388965-magenta-MODEL.jpg,Dresses,NOT SO PINK,"1 top,Machine wash,Polyester.",59.975,30,0,0,[],0,2023-05-06 22:20:25.977,2023-05-06 22:20:25.977
6456d2a93c8c44dc5a3fde87,Lace A-line Dress,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220725/QwhA/62deb43bf997dd03e2f465b9/-473Wx593H-441096253-wine-MODEL.jpg,Dresses,AND,"1 dress,Machine wash cold,100% viscose.",50.35,30,0,0,[],0,2023-05-06 22:20:25.977,2023-05-06 22:20:25.977
6456d2a93c8c44dc5a3fde88,Fitted Bodycon Dress,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220602/L4H5/6297c6baaeb26921af05a98e/-473Wx593H-469189072-red-MODEL.jpg,Dresses,I SAW IT FIRST,"1 dress,Machine wash,95% polyester, 5% elastane.",61.175,30,0,0,[],0,2023-05-06 22:20:25.977,2023-05-06 22:20:25.977
6456d2a93c8c44dc5a3fde89,Floral Print A-line Dress,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220519/eMHl/62862dcaf997dd03e2f221fc/-473Wx593H-464354277-multi-MODEL.jpg,Dresses,109 F,"1 dress,100% polyester,Machine wash.",54.975,30,0,0,[],0,2023-05-06 22:20:25.977,2023-05-06 22:20:25.977
6456d2a93c8c44dc5a3fde8a,Mid-Rise Flared Jeans,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220702/2rUF/62bf58c3f997dd03e2b23735/-473Wx593H-441141375-jetblack-MODEL.jpg,Jeans,DNMX,"1 jeans,Machine wash,Mid Rise,73% cotton, 25% polyester, 2% spandex.",15.875,30,0,0,[],0,2023-05-06 22:20:25.977,2023-05-06 22:20:25.977
6456d2a93c8c44dc5a3fde8b,Striped Bodycon Dress,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220518/5X7x/628532c3f997dd03e2e97143/-473Wx593H-469188942-red-MODEL.jpg,Dresses,I SAW IT FIRST,"1 dress,Machine wash,95% polyester, 5% elastane.",49.675,30,0,0,[],0,2023-05-06 22:20:25.977,2023-05-06 22:20:25.977
6456d2a93c8c44dc5a3fde8c,Solid A-line Mini Dress,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220701/lIJv/62be245ff997dd03e2ae4baf/-473Wx593H-464569201-black-MODEL.jpg,Dresses,IKI CHIC,"1 Dress,PU Leather,Dry clean.",54.375,30,0,0,[],0,2023-05-06 22:20:25.977,2023-05-06 22:20:25.977
6456d2a93c8c44dc5a3fde8d,Shirt Dress with Spread Collar,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220607/9YDo/629e5daaaeb26921af125caf/-473Wx593H-469189186-purple-MODEL.jpg,Dresses,I SAW IT FIRST,"1 dress,Machine wash,100% polyester.",62.025,30,0,0,[],0,2023-05-06 22:20:25.977,2023-05-06 22:20:25.977
6456d2a93c8c44dc5a3fde8e,Flared Skirt with Buttom-Down,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220513/IsHi/627d7450f997dd03e2b4e43e/-473Wx593H-464326312-black-MODEL.jpg,Skirts,KOTTY,"1 skirts,Faux leather,Machine wash.",15.0,30,0,0,[],0,2023-05-06 22:20:25.977,2023-05-06 22:20:25.977
6456d2a93c8c44dc5a3fde8f,Micro Print Fit & Flare Dress,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220519/8EnC/6285c7f4aeb26921afa56659/-473Wx593H-469188702-black-MODEL.jpg,Dresses,I SAW IT FIRST,"1 dress,Machine wash,100% polyester.",60.325,30,0,0,[],0,2023-05-06 22:20:25.977,2023-05-06 22:20:25.977
6456d2a93c8c44dc5a3fde90,Floral Midi Kaftan Dress,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220525/0y1k/628d508baeb26921afd1cc1a/-473Wx593H-464379659-beige-MODEL.jpg,Dresses,SANWARA, Boat Neck; Hemline ,39.35,30,0,0,[],0,2023-05-06 22:20:25.977,2023-05-06 22:20:25.977
6456d2a93c8c44dc5a3fde91,Sleeveless A-line Dress,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220726/7nEi/62df023faeb26921af9b5f89/-473Wx593H-464712412-multi-MODEL.jpg,Dresses,MOLCHA,"1 dress,Machine wash,100% cotton.",22.05,30,0,0,[],0,2023-05-06 22:20:25.977,2023-05-06 22:20:25.977
6456d2a93c8c44dc5a3fde92,Smocked A-line Dress with Gathers,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220601/rKd0/6296f740f997dd03e25641dd/-473Wx593H-469223059-black-MODEL.jpg,Dresses,WKND,"1 dress,Machine wash,100% polyester.",44.35,30,0,0,[],0,2023-05-06 22:20:25.977,2023-05-06 22:20:25.977
6456d2a93c8c44dc5a3fde93,Polka-dotted Flared Skirt,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220530/KiFh/62950407f997dd03e249174d/-473Wx593H-464408417-pink-MODEL.jpg,Skirts,MAYRA,"1 skirt,Polyester,Machine wash.",13.95,30,0,0,[],0,2023-05-06 22:20:25.977,2023-05-06 22:20:25.977
6456d2a93c8c44dc5a3fde94,Checks Kaftan Dress,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220525/92eO/628d4e53aeb26921afd19c0d/-473Wx593H-464380008-green-MODEL.jpg,Dresses,SANWARA, Boat Neck; Hemline ,39.35,30,0,0,[],0,2023-05-06 22:20:25.977,2023-05-06 22:20:25.977
6456d2a93c8c44dc5a3fde95,Round-Neck A-line Dress,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220720/WyfI/62d795ddaeb26921af87c690/-473Wx593H-464640716-maroon-MODEL.jpg,Dresses,VALEN CLUB,"1 dress,100% cotton,Dry clean.",21.875,30,0,0,[],0,2023-05-06 22:20:25.977,2023-05-06 22:20:25.977
6456d2a93c8c44dc5a3fde96,Round-Neck Bodycon Dress,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220705/Xy17/62c35caaaeb26921af60e6c9/-473Wx593H-464589064-blue-MODEL.jpg,Dresses,MANACA,"1 dress,Cotton,Machine wash.",16.225,30,0,0,[],0,2023-05-06 22:20:25.977,2023-05-06 22:20:25.977
6456d2a93c8c44dc5a3fde97,Core Skinny Jeans,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220604/vKac/629a53e2f997dd03e26317e6/-473Wx593H-441166212-black-MODEL.jpg,Jeans,DJ & C,"1 jeans,Mid Rise,74% cotton, 24% polyester, 2% lycra.",15.875,30,0,0,[],0,2023-05-06 22:20:25.977,2023-05-06 22:20:25.977
6456d2a93c8c44dc5a3fde98,Washed Flared Jeans,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220712/PPMy/62cc9715aeb26921af717858/-473Wx593H-464633179-blue-MODEL.jpg,Jeans,NIFTY,"1 jeans,Machine wash,73% cotton , 25.5% polyester, 1.5% spandex,High Rise.",25.875,30,0,0,[],0,2023-05-06 22:20:25.977,2023-05-06 22:20:25.977
6456d2a93c8c44dc5a3fde99,Animal Print A-line Dress,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220621/Uash/62b0e0f0aeb26921af3bcc41/-473Wx593H-464520539-white-MODEL.jpg,Dresses,IKI CHIC,"1 dress,Polyester,Dry clean.",45.0,30,0,0,[],0,2023-05-06 22:20:25.977,2023-05-06 22:20:25.977
6456d2a93c8c44dc5a3fde9a,Geometric Pattern Pencil Skirt,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220614/LVPh/62a8a2f6f997dd03e27900c8/-473Wx593H-460972056-orange-MODEL.jpg,Skirts,GLAMOROUS,"1 skirt,Machine wash cold,90% cotton, 10% polyamide.",53.6,30,0,0,[],0,2023-05-06 22:20:25.977,2023-05-06 22:20:25.977
6456d2a93c8c44dc5a3fde9b,High-Rise Full-Length Wide Jeans,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220527/TuPb/628fed69f997dd03e23551da/-473Wx593H-464390746-white-MODEL.jpg,Jeans,SHOWOFF,"1 jean,Machine wash,Denim,High Rise.",38.9,30,0,0,[],0,2023-05-06 22:20:25.977,2023-05-06 22:20:25.977
6456d2a93c8c44dc5a3fde9c,Mid-Rise Skinny Jeggings,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220722/NrIP/62d9c341f997dd03e2e9d17e/-473Wx593H-464692008-wine-MODEL.jpg,Jeans,TWENTY DRESSES,"1 jeggings,Machine wash,68% viscose, 27% nylon , 5% spandex,Mid Rise.",34.925,30,0,0,[],0,2023-05-06 22:20:25.978,2023-05-06 22:20:25.978
6456d2a93c8c44dc5a3fde9d,Shirt Dress with Collar-Neck,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220624/ucA0/62b5f4d3aeb26921af4723c6/-473Wx593H-464542748-navy-MODEL.jpg,Dresses,TWENTY DRESSES,"1 shirt,Machine wash,Poplin.",44.925,30,0,0,[],0,2023-05-06 22:20:25.978,2023-05-06 22:20:25.978
6456d2a93c8c44dc5a3fde9e,Printed Cut-Out Bodycon Dress with Ring Accent,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220521/WdN3/62885736f997dd03e201471f/-473Wx593H-469179825-orange-MODEL.jpg,Dresses,I SAW IT FIRST,"1 dress,Machine wash,95% polyester, 5% elastane.",37.775,30,0,0,[],0,2023-05-06 22:20:25.978,2023-05-06 22:20:25.978
6456d2a93c8c44dc5a3fde9f,Skinny Denim Jeans,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220531/XUDC/62953b51aeb26921aff939eb/-473Wx593H-441138078-jetblack-MODEL.jpg,Jeans,DNMX,"1 jeans,Machine wash,Mid Rise,74% cotton, 21% polyester, 3% rayon, 2% spandex.",15.875,30,0,0,[],0,2023-05-06 22:20:25.978,2023-05-06 22:20:25.978
6456d2a93c8c44dc5a3fdea0,Floral Print Frill Hem Dress,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220518/NzcD/62852dd3f997dd03e2e956a0/-473Wx593H-469179950-green-MODEL.jpg,Dresses,I SAW IT FIRST,"1 dress, 1 tie-up,Machine wash,100% polyester.",55.975,30,0,0,[],0,2023-05-06 22:20:25.978,2023-05-06 22:20:25.978
6456d2a93c8c44dc5a3fdea1,Layered Tiered Skirt with Elasticated Waist,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220518/WY7k/6284c61ef997dd03e2e6b562/-473Wx593H-469188746-stone-MODEL.jpg,Skirts,I SAW IT FIRST,"1 skirt,Machine wash,95% polyester, 5% elastane.",40.8,30,0,0,[],0,2023-05-06 22:20:25.978,2023-05-06 22:20:25.978
6456d2a93c8c44dc5a3fdea2,Polka-Dot Print Fit & Flare Dress,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220509/l842/6278f5e1f997dd03e29c0c83/-473Wx593H-464303350-red-MODEL.jpg,Dresses,COTCLO,"1 dress,Viscose rayon,Machine wash.",50.6,30,0,0,[],0,2023-05-06 22:20:25.978,2023-05-06 22:20:25.978
6456d2a93c8c44dc5a3fdea3,Woven Top with Front Button,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220520/LMZE/6286ad81f997dd03e2f68b71/-473Wx593H-464357431-purple-MODEL.jpg,Tshirts,109 F,"1 top,100% polyester,Machine wash.",34.975,30,0,0,[],0,2023-05-06 22:20:25.978,2023-05-06 22:20:25.978
6456d2a93c8c44dc5a3fdea4,Textured Beret Cap,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220623/8QlE/62b37c23aeb26921af41f62f/-473Wx593H-464528929-blue-MODEL.jpg,Caps,BHARATASYA,1 cap.,11.975,30,0,0,[],0,2023-05-06 22:20:25.978,2023-05-06 22:20:25.978
6456d2a93c8c44dc5a3fdea5,Mid-Wash Boyfriend Jeans,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220624/vDvx/62b5cf27f997dd03e29d6628/-473Wx593H-469176901-indigo-MODEL.jpg,Jeans,BARRELS AND OIL,"1 jeans,Machine wash,Mid Rise,95% cotton, 5% spandex.",37.25,30,0,0,[],0,2023-05-06 22:20:25.978,2023-05-06 22:20:25.978
6456d2a93c8c44dc5a3fdea6,Floral Print Tiered Skirt,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220725/P8bq/62deac7df997dd03e2f3c41f/-473Wx593H-464705988-blue-MODEL.jpg,Skirts,TAG 7 PLUS,"1 skirt,Cotton,Hand wash.",14.875,30,0,0,[],0,2023-05-06 22:20:25.978,2023-05-06 22:20:25.978
6456d2a93c8c44dc5a3fdea7,A-line Dress with Side Cutouts,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220519/kzkx/6285c39eaeb26921afa54deb/-473Wx593H-469188675-midblue-MODEL.jpg,Dresses,I SAW IT FIRST,"1 dress,Machine wash,95% polyester, 5% elastane.",67.425,30,0,0,[],0,2023-05-06 22:20:25.978,2023-05-06 22:20:25.978
6456d2a93c8c44dc5a3fdea8,Floral Print Fit and Flare Dress,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220617/dBA2/62ab9700f997dd03e283e788/-473Wx593H-464502153-blue-MODEL.jpg,Dresses,ZINNIA,"1 dress,Georgette,Hand wash cold.",24.975,30,0,0,[],0,2023-05-06 22:20:25.978,2023-05-06 22:20:25.978
6456d2a93c8c44dc5a3fdea9,One-Shoulder Fit & Flare Dress,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220709/LaZB/62c89e3baeb26921af6dd441/-473Wx593H-464618293-rust-MODEL.jpg,Dresses,ANAGHAKART,"1 dress,Machine wash,Cotton blend.",25.0,30,0,0,[],0,2023-05-06 22:20:25.978,2023-05-06 22:20:25.978
6456d2a93c8c44dc5a3fdeaa,Wide Jeans with Button Closure,64482e7c34fef9294bf212cf,https://assets.ajio.com/medias/sys_master/root/20220727/MukI/62e05d58aeb26921af9f7eb0/-473Wx593H-469155803-black-MODEL.jpg,Jeans,NA-KD,"1 jeans,Machine wash,100% Cotton.",90.725,30,0,0,[],0,2023-05-06 22:20:25.978,2023-05-06 22:20:25.978
